firm,Ticker,Income Before Tax,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Interest Expense,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Net Income From Continuing Ops,Profit Margin(%),EBIT Margin,SG&A to Revenue Ratio,Tax rate
Sempra Energy,SRE,"? 97,40,00,000.00","? 63,70,00,000.00","? 6,60,00,000.00","? 97,50,00,000.00","? 43,80,00,000.00","? 43,80,00,000.00","? 25,90,00,000.00","? 34,20,00,000.00","? 3,01,30,00,000.00","? 2,57,50,00,000.00","? 2,03,80,00,000.00","? 63,20,00,000.00",-65.33%,44.92%,6.77%,34.60%
Sempra Energy,SRE,"? 59,30,00,000.00","? 44,40,00,000.00","? 1,50,00,000.00","? 91,50,00,000.00","? 43,70,00,000.00","? 43,70,00,000.00","? 25,90,00,000.00","? 13,90,00,000.00","? 2,74,10,00,000.00","? 2,30,40,00,000.00","? 1,82,60,00,000.00","? 45,40,00,000.00",48.52%,47.76%,1.64%,25.13%
Sempra Energy,SRE,"? 1,08,60,00,000.00","? 89,50,00,000.00","? 2,90,00,000.00","? 1,41,50,00,000.00","? 1,00,20,00,000.00","? 1,00,20,00,000.00","? 25,90,00,000.00","? 15,80,00,000.00","? 3,25,90,00,000.00","? 2,25,70,00,000.00","? 1,84,40,00,000.00","? 92,80,00,000.00",63.25%,70.81%,-2.05%,17.59%
Sempra Energy,SRE,"? 62,10,00,000.00","? 46,10,00,000.00","? 5,70,00,000.00","? 1,16,30,00,000.00","? 68,20,00,000.00","? 68,20,00,000.00","? 26,30,00,000.00","? 18,90,00,000.00","? 3,17,10,00,000.00","? 2,48,90,00,000.00","? 2,00,80,00,000.00","? 43,20,00,000.00",39.64%,58.64%,4.90%,25.76%
ServiceNow,NOW,"? 6,80,00,000.00","? 6,30,00,000.00","? 73,00,00,000.00","? 1,16,20,00,000.00","? 7,40,00,000.00","? 7,40,00,000.00","? 70,00,000.00","? 50,00,000.00","? 1,51,20,00,000.00","? 1,43,80,00,000.00","? 35,00,00,000.00","? 6,30,00,000.00",5.42%,6.37%,62.82%,7.35%
ServiceNow,NOW,"? 5,00,00,000.00","? 5,90,00,000.00","? 69,60,00,000.00","? 1,08,00,00,000.00","? 5,10,00,000.00","? 5,10,00,000.00","? 70,00,000.00","? 90,00,000.00","? 1,40,90,00,000.00","? 1,35,80,00,000.00","? 32,90,00,000.00","? 5,90,00,000.00",5.46%,4.72%,64.44%,-18.00%
ServiceNow,NOW,"? 9,90,00,000.00","? 8,20,00,000.00","? 65,00,00,000.00","? 1,06,10,00,000.00","? 9,70,00,000.00","? 9,70,00,000.00","? 70,00,000.00","? 1,70,00,000.00","? 1,36,00,00,000.00","? 1,26,30,00,000.00","? 29,90,00,000.00","? 8,20,00,000.00",7.73%,9.14%,61.26%,17.17%
ServiceNow,NOW,"? 1,33,60,000.00","? 1,66,48,000.00","? 66,89,99,000.00","? 97,12,26,000.00","? 1,79,30,000.00","? 1,79,30,000.00","? 77,08,000.00","? 32,88,000.00","? 1,25,03,30,000.00","? 1,23,24,00,000.00","? 27,91,04,000.00","? 1,66,48,000.00",1.71%,1.85%,68.88%,-24.61%
Sherwin-Williams,SHW,"? 61,15,00,000.00","? 50,22,00,000.00","? 1,37,00,00,000.00","? 2,13,96,00,000.00","? 69,29,00,000.00","? 69,29,00,000.00","? 8,31,00,000.00","? 10,93,00,000.00","? 5,14,67,00,000.00","? 4,45,38,00,000.00","? 3,00,71,00,000.00","? 50,22,00,000.00",23.47%,32.38%,64.03%,17.87%
Sherwin-Williams,SHW,"? 81,92,00,000.00","? 64,86,00,000.00","? 1,43,89,00,000.00","? 2,41,14,00,000.00","? 89,22,00,000.00","? 89,22,00,000.00","? 8,35,00,000.00","? 17,06,00,000.00","? 5,37,98,00,000.00","? 4,48,76,00,000.00","? 2,96,84,00,000.00","? 64,86,00,000.00",26.90%,37.00%,59.67%,20.83%
Sherwin-Williams,SHW,"? 50,90,00,000.00","? 40,96,00,000.00","? 1,32,68,00,000.00","? 2,11,20,00,000.00","? 70,35,00,000.00","? 70,35,00,000.00","? 8,32,00,000.00","? 9,94,00,000.00","? 4,65,60,00,000.00","? 3,95,25,00,000.00","? 2,54,40,00,000.00","? 40,96,00,000.00",19.39%,33.31%,62.82%,19.53%
Sherwin-Williams,SHW,"? 50,39,00,000.00","? 40,70,00,000.00","? 1,46,50,00,000.00","? 2,12,87,00,000.00","? 56,82,00,000.00","? 56,82,00,000.00","? 8,28,00,000.00","? 9,69,00,000.00","? 4,48,88,00,000.00","? 3,92,06,00,000.00","? 2,36,01,00,000.00","? 40,70,00,000.00",19.12%,26.69%,68.82%,19.23%
Simon Property Group,SPG,"? 84,59,10,000.00","? 68,07,70,000.00","? 9,42,11,000.00","? 1,04,91,69,000.00","? 61,23,24,000.00","? 61,23,24,000.00","? 19,97,72,000.00","? 6,72,62,000.00","? 1,29,65,54,000.00","? 68,42,30,000.00","? 24,73,85,000.00","? 77,86,48,000.00",64.89%,58.36%,8.98%,19.52%
Simon Property Group,SPG,"? 75,28,72,000.00","? 61,80,91,000.00","? 7,45,18,000.00","? 1,02,43,42,000.00","? 60,47,23,000.00","? 60,47,23,000.00","? 20,04,19,000.00","? 4,70,03,000.00","? 1,25,41,46,000.00","? 64,94,23,000.00","? 22,98,04,000.00","? 70,58,69,000.00",60.34%,59.04%,7.27%,17.90%
Simon Property Group,SPG,"? 50,45,62,000.00","? 44,66,94,000.00","? 7,20,61,000.00","? 1,01,59,65,000.00","? 60,46,12,000.00","? 60,46,12,000.00","? 20,20,16,000.00","? 58,98,000.00","? 1,23,99,51,000.00","? 63,53,39,000.00","? 22,39,86,000.00","? 51,04,60,000.00",43.97%,59.51%,7.09%,11.47%
Simon Property Group,SPG,"? 31,11,54,000.00","? 27,23,17,000.00","? 8,42,60,000.00","? 91,74,50,000.00","? 46,31,87,000.00","? 46,31,87,000.00","? 19,78,55,000.00","? 15,72,000.00","? 1,13,25,68,000.00","? 66,93,81,000.00","? 21,51,18,000.00","? 31,27,26,000.00",29.68%,50.49%,9.18%,12.48%
Skyworks Solutions,SWKS,"? 31,62,00,000.00","? 32,63,00,000.00","? 10,05,00,000.00","? 61,37,00,000.00","? 33,59,00,000.00","? 33,59,00,000.00","? 1,08,00,000.00","? 1,01,00,000.00","? 1,31,09,00,000.00","? 97,50,00,000.00","? 69,72,00,000.00","? 32,63,00,000.00",53.17%,54.73%,16.38%,-3.19%
Skyworks Solutions,SWKS,"? 33,62,00,000.00","? 33,78,00,000.00","? 8,51,00,000.00","? 55,86,00,000.00","? 34,03,00,000.00","? 34,03,00,000.00","? 26,00,000.00","? 16,00,000.00","? 1,11,64,00,000.00","? 77,61,00,000.00","? 55,78,00,000.00","? 33,78,00,000.00",60.47%,60.92%,15.23%,-0.48%
Skyworks Solutions,SWKS,"? 37,55,00,000.00","? 32,50,00,000.00","? 7,02,00,000.00","? 57,84,00,000.00","? 37,47,00,000.00","? 37,47,00,000.00","? 26,00,000.00","? 5,05,00,000.00","? 1,17,18,00,000.00","? 79,71,00,000.00","? 59,34,00,000.00","? 32,50,00,000.00",56.19%,64.78%,12.14%,13.45%
Skyworks Solutions,SWKS,"? 57,09,00,000.00","? 50,93,00,000.00","? 6,66,00,000.00","? 76,17,00,000.00","? 57,07,00,000.00","? 57,07,00,000.00","? 26,00,000.00","? 6,16,00,000.00","? 1,51,00,00,000.00","? 93,93,00,000.00","? 74,83,00,000.00","? 50,93,00,000.00",66.86%,74.92%,8.74%,10.79%
Snap-on,SNA,"? 26,24,00,000.00","? 19,62,00,000.00","? 31,56,00,000.00","? 59,13,00,000.00","? 27,57,00,000.00","? 27,57,00,000.00","? 1,32,00,000.00","? 6,09,00,000.00","? 1,12,50,00,000.00","? 84,93,00,000.00","? 53,37,00,000.00","? 20,15,00,000.00",33.18%,46.63%,53.37%,25.23%
Snap-on,SNA,"? 27,61,00,000.00","? 20,80,00,000.00","? 32,22,00,000.00","? 61,19,00,000.00","? 28,97,00,000.00","? 28,97,00,000.00","? 1,42,00,000.00","? 6,29,00,000.00","? 1,16,83,00,000.00","? 87,86,00,000.00","? 55,64,00,000.00","? 21,32,00,000.00",33.99%,47.34%,52.66%,24.66%
Snap-on,SNA,"? 25,67,00,000.00","? 19,26,00,000.00","? 30,89,00,000.00","? 57,89,00,000.00","? 27,00,00,000.00","? 27,00,00,000.00","? 1,43,00,000.00","? 5,91,00,000.00","? 1,11,32,00,000.00","? 84,32,00,000.00","? 53,43,00,000.00","? 19,76,00,000.00",33.27%,46.64%,53.36%,24.97%
Snap-on,SNA,"? 27,20,00,000.00","? 20,89,00,000.00","? 29,45,00,000.00","? 58,57,00,000.00","? 29,12,00,000.00","? 29,12,00,000.00","? 1,53,00,000.00","? 5,82,00,000.00","? 1,16,78,00,000.00","? 87,66,00,000.00","? 58,21,00,000.00","? 21,38,00,000.00",35.67%,49.72%,50.28%,23.20%
Southern Company,SO,"? 1,47,80,00,000.00","? 1,10,10,00,000.00","? 14,20,00,000.00","? 3,07,00,00,000.00","? 1,74,00,00,000.00","? 1,74,00,00,000.00","? 45,50,00,000.00","? 37,20,00,000.00","? 6,23,80,00,000.00","? 4,49,80,00,000.00","? 3,16,80,00,000.00","? 1,10,60,00,000.00",35.86%,56.68%,-4.63%,25.51%
Southern Company,SO,"? 36,00,00,000.00","? 37,20,00,000.00","? 14,20,00,000.00","? 2,36,10,00,000.00","? 83,90,00,000.00","? 83,90,00,000.00","? 45,40,00,000.00","? 1,20,00,000.00","? 5,19,80,00,000.00","? 4,35,90,00,000.00","? 2,83,70,00,000.00","? 37,20,00,000.00",15.76%,35.54%,-6.01%,-3.33%
Southern Company,SO,"? 1,29,30,00,000.00","? 1,13,50,00,000.00","? 14,30,00,000.00","? 2,81,80,00,000.00","? 1,74,50,00,000.00","? 1,74,50,00,000.00","? 45,40,00,000.00","? 19,00,00,000.00","? 5,91,00,00,000.00","? 4,16,50,00,000.00","? 3,09,20,00,000.00","? 1,10,30,00,000.00",40.28%,61.92%,-5.07%,12.22%
Southern Company,SO,"? 30,30,00,000.00","? 38,70,00,000.00","? 10,40,00,000.00","? 2,08,00,00,000.00","? 80,70,00,000.00","? 80,70,00,000.00","? 48,20,00,000.00","? 5,00,00,000.00","? 5,11,70,00,000.00","? 4,31,00,00,000.00","? 3,03,70,00,000.00","? 35,30,00,000.00",18.61%,38.80%,-5.00%,-27.72%
Southwest Airlines,LUV,"? 60,00,00,000.00","? 44,60,00,000.00",,"? 87,20,00,000.00","? 5,90,00,000.00","? 5,90,00,000.00","? 10,60,00,000.00","? 15,40,00,000.00","? 4,67,90,00,000.00","? 4,73,80,00,000.00","? 3,80,70,00,000.00","? 44,60,00,000.00",51.15%,-6.77%,0.00%,25.67%
Southwest Airlines,LUV,"? 50,20,00,000.00","? 34,80,00,000.00",,"? 68,80,00,000.00","? 16,10,00,000.00","? 16,10,00,000.00","? 10,80,00,000.00","? 15,40,00,000.00","? 4,00,80,00,000.00","? 4,16,90,00,000.00","? 3,32,00,00,000.00","? 34,80,00,000.00",50.58%,-23.40%,0.00%,30.68%
Southwest Airlines,LUV,"? 14,60,00,000.00","? 11,60,00,000.00",,"? 54,40,00,000.00","? 1,26,80,00,000.00","? 1,26,80,00,000.00","? 10,30,00,000.00","? 3,00,00,000.00","? 2,05,20,00,000.00","? 3,32,00,00,000.00","? 2,59,60,00,000.00","? 11,60,00,000.00",-21.32%,233.09%,0.00%,20.55%
Southwest Airlines,LUV,"? 1,33,10,00,000.00","? 90,80,00,000.00","? 16,80,00,000.00","? 60,10,00,000.00","? 1,20,00,00,000.00","? 1,20,00,00,000.00","? 10,20,00,000.00","? 42,30,00,000.00","? 2,01,30,00,000.00","? 3,21,30,00,000.00","? 2,61,40,00,000.00","? 90,80,00,000.00",151.08%,199.67%,-27.95%,31.78%
Stanley Black & Decker,SWK,"? 53,22,00,000.00","? 45,95,00,000.00","? 87,89,00,000.00","? 1,54,57,00,000.00","? 62,11,00,000.00","? 62,11,00,000.00","? 4,65,00,000.00","? 7,37,00,000.00","? 4,30,09,00,000.00","? 3,67,98,00,000.00","? 2,75,52,00,000.00","? 45,85,00,000.00",29.73%,40.18%,56.86%,13.66%
Stanley Black & Decker,SWK,"? 60,63,00,000.00","? 48,74,00,000.00","? 82,74,00,000.00","? 1,56,95,00,000.00","? 74,92,00,000.00","? 74,92,00,000.00","? 4,75,00,000.00","? 11,95,00,000.00","? 4,19,71,00,000.00","? 3,44,79,00,000.00","? 2,62,76,00,000.00","? 48,68,00,000.00",31.05%,47.73%,52.72%,19.61%
Stanley Black & Decker,SWK,"? 53,51,00,000.00","? 46,73,00,000.00","? 83,53,00,000.00","? 1,56,83,00,000.00","? 75,31,00,000.00","? 75,31,00,000.00","? 5,34,00,000.00","? 6,74,00,000.00","? 4,40,76,00,000.00","? 3,65,45,00,000.00","? 2,83,93,00,000.00","? 46,77,00,000.00",29.80%,48.02%,53.26%,12.67%
Stanley Black & Decker,SWK,"? 47,36,00,000.00","? 39,49,00,000.00","? 69,53,00,000.00","? 1,38,33,00,000.00","? 61,43,00,000.00","? 61,43,00,000.00","? 5,27,00,000.00","? 7,84,00,000.00","? 3,85,02,00,000.00","? 3,23,59,00,000.00","? 2,46,69,00,000.00","? 39,52,00,000.00",28.55%,44.41%,50.26%,16.62%
Starbucks,SBUX,"? 1,41,13,00,000.00","? 1,15,34,00,000.00","? 49,49,00,000.00","? 2,32,36,00,000.00","? 1,40,30,00,000.00","? 1,40,30,00,000.00","? 11,34,00,000.00","? 25,71,00,000.00","? 7,49,65,00,000.00","? 6,09,35,00,000.00","? 5,17,29,00,000.00","? 1,15,42,00,000.00",49.64%,60.38%,21.30%,18.27%
Starbucks,SBUX,"? 88,99,00,000.00","? 65,94,00,000.00","? 46,44,00,000.00","? 1,85,23,00,000.00","? 93,35,00,000.00","? 93,35,00,000.00","? 11,86,00,000.00","? 23,05,00,000.00","? 6,66,80,00,000.00","? 5,73,45,00,000.00","? 4,81,57,00,000.00","? 65,94,00,000.00",35.60%,50.40%,25.07%,25.90%
Starbucks,SBUX,"? 80,83,00,000.00","? 62,22,00,000.00","? 47,21,00,000.00","? 1,83,30,00,000.00","? 90,30,00,000.00","? 90,30,00,000.00","? 12,07,00,000.00","? 18,61,00,000.00","? 6,74,94,00,000.00","? 5,84,64,00,000.00","? 4,91,64,00,000.00","? 62,22,00,000.00",33.94%,49.26%,25.76%,23.02%
Starbucks,SBUX,"? 44,24,00,000.00","? 39,26,00,000.00","? 43,90,00,000.00","? 1,62,51,00,000.00","? 72,31,00,000.00","? 72,31,00,000.00","? 12,49,00,000.00","? 4,97,00,000.00","? 6,20,31,00,000.00","? 5,48,00,00,000.00","? 4,57,80,00,000.00","? 39,27,00,000.00",24.16%,44.50%,27.01%,11.26%
State Street Corporation,STT,"? 93,80,00,000.00","? 76,30,00,000.00","? 1,59,10,00,000.00","? 3,04,90,00,000.00",? 0.00,"? 1,01,20,00,000.00",,"? 17,50,00,000.00","? 3,04,90,00,000.00","? 2,03,70,00,000.00",? 0.00,"? 76,30,00,000.00",25.02%,0.00%,52.18%,18.66%
State Street Corporation,STT,"? 62,70,00,000.00","? 51,90,00,000.00","? 1,78,90,00,000.00","? 2,95,90,00,000.00",? 0.00,"? 69,50,00,000.00",,"? 10,80,00,000.00","? 2,95,90,00,000.00","? 2,26,40,00,000.00",? 0.00,"? 51,90,00,000.00",17.54%,0.00%,60.46%,17.22%
State Street Corporation,STT,"? 64,10,00,000.00","? 53,70,00,000.00","? 1,57,90,00,000.00","? 2,91,70,00,000.00",? 0.00,"? 84,50,00,000.00",,"? 10,40,00,000.00","? 2,91,70,00,000.00","? 2,07,20,00,000.00",? 0.00,"? 53,70,00,000.00",18.41%,0.00%,54.13%,16.22%
State Street Corporation,STT,"? 68,10,00,000.00","? 55,50,00,000.00","? 1,58,60,00,000.00","? 2,78,40,00,000.00",? 0.00,"? 75,50,00,000.00",,"? 12,60,00,000.00","? 2,78,40,00,000.00","? 2,02,90,00,000.00",? 0.00,"? 55,50,00,000.00",19.94%,0.00%,56.97%,18.50%
Steris,STE,"? 2,89,77,000.00","? 2,18,07,000.00","? 25,27,56,000.00","? 42,62,82,000.00","? 15,53,34,000.00","? 15,53,34,000.00","? 2,18,12,000.00","? 70,75,000.00","? 96,84,22,000.00","? 81,30,88,000.00","? 54,21,40,000.00","? 2,19,02,000.00",-5.12%,36.44%,59.29%,24.74%
Steris,STE,"? 13,75,19,000.00","? 8,88,51,000.00","? 19,94,20,000.00","? 38,68,52,000.00","? 16,99,18,000.00","? 16,99,18,000.00","? 1,01,24,000.00","? 4,93,69,000.00","? 87,35,31,000.00","? 70,36,13,000.00","? 48,66,79,000.00","? 8,81,50,000.00",22.97%,43.92%,51.55%,35.39%
Steris,STE,"? 13,94,30,000.00","? 11,45,01,000.00","? 17,08,10,000.00","? 35,31,12,000.00","? 16,58,64,000.00","? 16,58,64,000.00","? 88,99,000.00","? 2,48,42,000.00","? 80,89,24,000.00","? 64,30,60,000.00","? 45,58,12,000.00","? 11,45,88,000.00",32.43%,46.97%,48.37%,17.88%
Steris,STE,"? 13,37,86,000.00","? 10,58,58,000.00","? 17,15,72,000.00","? 33,45,76,000.00","? 14,68,61,000.00","? 14,68,61,000.00","? 86,65,000.00","? 2,77,78,000.00","? 75,61,32,000.00","? 60,92,71,000.00","? 42,15,56,000.00","? 10,60,08,000.00",31.64%,43.89%,51.28%,20.88%
Stryker Corporation,SYK,"? 66,20,00,000.00","? 59,20,00,000.00","? 1,50,50,00,000.00","? 2,77,20,00,000.00","? 80,80,00,000.00","? 80,80,00,000.00",,"? 7,00,00,000.00","? 4,29,40,00,000.00","? 3,48,60,00,000.00","? 1,52,20,00,000.00","? 59,20,00,000.00",21.36%,29.15%,54.29%,10.57%
Stryker Corporation,SYK,"? 36,70,00,000.00","? 30,20,00,000.00","? 1,39,40,00,000.00","? 2,58,60,00,000.00","? 72,30,00,000.00","? 72,30,00,000.00",,"? 6,50,00,000.00","? 3,95,30,00,000.00","? 3,23,00,00,000.00","? 1,36,70,00,000.00","? 30,20,00,000.00",11.68%,27.96%,53.91%,17.71%
Stryker Corporation,SYK,"? 67,10,00,000.00","? 56,80,00,000.00","? 1,28,40,00,000.00","? 2,77,30,00,000.00","? 1,10,40,00,000.00","? 1,10,40,00,000.00","? 39,90,00,000.00","? 10,30,00,000.00","? 4,26,20,00,000.00","? 3,15,80,00,000.00","? 1,48,90,00,000.00","? 56,80,00,000.00",20.48%,39.81%,46.30%,15.35%
Stryker Corporation,SYK,"? 78,00,00,000.00","? 62,10,00,000.00","? 1,18,80,00,000.00","? 2,46,10,00,000.00","? 91,70,00,000.00","? 91,70,00,000.00","? 39,90,00,000.00","? 15,90,00,000.00","? 3,73,70,00,000.00","? 2,82,00,00,000.00","? 1,27,60,00,000.00","? 62,10,00,000.00",25.23%,37.26%,48.27%,20.38%
SVB Financial,SIVB,"? 74,90,79,000.00","? 53,68,14,000.00","? 58,10,82,000.00","? 1,38,50,80,000.00",? 0.00,"? 75,85,42,000.00",,"? 18,73,15,000.00","? 1,38,50,80,000.00","? 62,65,38,000.00",? 0.00,"? 56,17,64,000.00",38.76%,0.00%,41.95%,28.34%
SVB Financial,SIVB,"? 58,68,97,000.00","? 39,29,10,000.00","? 55,40,26,000.00","? 1,25,16,96,000.00",? 0.00,"? 62,53,98,000.00",,"? 14,80,96,000.00","? 1,25,16,96,000.00","? 62,62,98,000.00",? 0.00,"? 43,88,01,000.00",31.39%,0.00%,44.26%,33.05%
SVB Financial,SIVB,"? 63,63,20,000.00","? 44,63,07,000.00","? 44,65,35,000.00","? 1,09,73,23,000.00",? 0.00,"? 61,32,35,000.00",,"? 16,22,65,000.00","? 1,09,73,23,000.00","? 48,40,88,000.00",? 0.00,"? 47,40,55,000.00",40.67%,0.00%,40.69%,29.86%
SVB Financial,SIVB,"? 33,56,58,000.00","? 23,35,29,000.00","? 43,31,70,000.00","? 81,52,94,000.00",? 0.00,"? 34,24,77,000.00",,"? 8,78,69,000.00","? 81,52,94,000.00","? 47,28,17,000.00",? 0.00,"? 24,77,89,000.00",28.64%,0.00%,53.13%,30.43%
Synchrony Financial,SYF,"? 1,64,10,00,000.00","? 1,24,20,00,000.00","? 79,90,00,000.00","? 2,58,90,00,000.00",? 0.00,"? 1,64,10,00,000.00",,"? 39,90,00,000.00","? 2,58,90,00,000.00","? 94,80,00,000.00",? 0.00,"? 1,24,20,00,000.00",47.97%,0.00%,30.86%,24.31%
Synchrony Financial,SYF,"? 1,31,50,00,000.00","? 1,02,50,00,000.00","? 78,00,00,000.00","? 2,24,70,00,000.00",? 0.00,"? 1,31,50,00,000.00",,"? 29,00,00,000.00","? 2,24,70,00,000.00","? 93,20,00,000.00",? 0.00,"? 1,02,50,00,000.00",45.62%,0.00%,34.71%,22.05%
Synchrony Financial,SYF,"? 94,40,00,000.00","? 73,80,00,000.00","? 80,30,00,000.00","? 1,94,40,00,000.00",? 0.00,"? 1,32,10,00,000.00",,"? 20,60,00,000.00","? 1,94,40,00,000.00","? 62,30,00,000.00",? 0.00,"? 73,80,00,000.00",37.96%,0.00%,41.31%,21.82%
Synchrony Financial,SYF,"? 41,20,00,000.00","? 31,30,00,000.00","? 75,70,00,000.00","? 1,47,90,00,000.00",? 0.00,"? 45,60,00,000.00",,"? 9,90,00,000.00","? 1,47,90,00,000.00","? 1,02,30,00,000.00",? 0.00,"? 31,30,00,000.00",21.16%,0.00%,51.18%,24.03%
Synopsys,SNPS,"? 21,33,37,000.00","? 19,86,46,000.00","? 25,52,74,000.00","? 86,39,34,000.00","? 21,70,74,000.00","? 21,70,74,000.00","? 7,57,000.00","? 1,49,45,000.00","? 1,05,71,30,000.00","? 84,00,56,000.00","? 19,31,96,000.00","? 19,83,92,000.00",22.99%,25.13%,29.55%,6.89%
Synopsys,SNPS,"? 21,59,95,000.00","? 19,50,78,000.00","? 24,54,48,000.00","? 82,17,45,000.00","? 19,42,31,000.00","? 19,42,31,000.00","? 8,07,000.00","? 2,11,93,000.00","? 1,02,43,23,000.00","? 83,00,92,000.00","? 20,25,78,000.00","? 19,48,02,000.00",23.74%,23.64%,29.87%,9.68%
Synopsys,SNPS,"? 17,71,04,000.00","? 16,23,45,000.00","? 24,81,16,000.00","? 77,42,08,000.00","? 14,83,48,000.00","? 14,83,48,000.00","? 7,39,000.00","? 1,50,76,000.00","? 97,03,21,000.00","? 82,19,73,000.00","? 19,61,13,000.00","? 16,20,28,000.00",20.97%,19.16%,32.05%,8.33%
Synopsys,SNPS,"? 19,15,66,000.00","? 19,74,55,000.00","? 25,62,95,000.00","? 81,26,10,000.00","? 19,57,45,000.00","? 19,57,45,000.00","? 7,50,000.00","? 49,89,000.00","? 1,02,54,39,000.00","? 82,96,94,000.00","? 21,28,29,000.00","? 19,65,55,000.00",24.30%,24.09%,31.54%,-3.07%
Sysco,SYY,"? 10,28,52,000.00","? 8,89,27,000.00","? 1,90,80,18,000.00","? 2,12,26,68,000.00","? 22,67,93,000.00","? 22,67,93,000.00","? 14,57,73,000.00","? 1,39,25,000.00","? 11,82,45,89,000.00","? 11,59,77,96,000.00","? 9,70,19,21,000.00","? 8,89,27,000.00",4.19%,10.68%,89.89%,13.54%
Sysco,SYY,"? 8,11,20,000.00","? 6,72,89,000.00","? 1,92,32,29,000.00","? 2,09,84,58,000.00","? 17,52,29,000.00","? 17,52,29,000.00","? 14,64,98,000.00","? 1,38,31,000.00","? 11,55,89,82,000.00","? 11,38,37,53,000.00","? 9,46,05,24,000.00","? 6,72,89,000.00",3.21%,8.35%,91.65%,17.05%
Sysco,SYY,"? 25,87,38,000.00","? 21,69,00,000.00","? 1,78,48,38,000.00","? 2,21,98,45,000.00","? 43,50,07,000.00","? 43,50,07,000.00","? 14,67,17,000.00","? 4,18,38,000.00","? 11,77,73,79,000.00","? 11,34,23,72,000.00","? 9,55,75,34,000.00","? 21,69,00,000.00",9.77%,19.60%,80.40%,16.17%
Sysco,SYY,"? 73,62,45,000.00","? 61,84,19,000.00","? 1,58,91,07,000.00","? 1,56,56,55,000.00","? 3,41,24,000.00","? 3,41,24,000.00","? 16,42,69,000.00","? 11,78,26,000.00","? 8,86,65,64,000.00","? 8,90,06,88,000.00","? 7,30,09,09,000.00","? 61,84,19,000.00",-39.50%,-2.18%,101.50%,16.00%
T-Mobile US,TMUS,"? 1,25,50,00,000.00","? 97,80,00,000.00","? 4,57,20,00,000.00","? 11,36,60,00,000.00","? 2,71,70,00,000.00","? 2,71,70,00,000.00","? 85,20,00,000.00","? 27,70,00,000.00","? 19,95,00,00,000.00","? 17,23,30,00,000.00","? 8,58,40,00,000.00","? 97,80,00,000.00",8.60%,23.90%,40.23%,22.07%
T-Mobile US,TMUS,"? 1,17,90,00,000.00","? 93,30,00,000.00","? 4,66,00,00,000.00","? 11,38,60,00,000.00","? 2,43,70,00,000.00","? 2,43,70,00,000.00","? 83,80,00,000.00","? 24,60,00,000.00","? 19,75,90,00,000.00","? 17,32,20,00,000.00","? 8,37,30,00,000.00","? 93,30,00,000.00",8.19%,21.40%,40.93%,20.87%
T-Mobile US,TMUS,"? 82,10,00,000.00","? 75,00,00,000.00","? 4,60,70,00,000.00","? 11,22,20,00,000.00","? 2,39,60,00,000.00","? 2,39,60,00,000.00","? 79,80,00,000.00","? 7,10,00,000.00","? 20,34,10,00,000.00","? 17,94,50,00,000.00","? 9,11,90,00,000.00","? 75,00,00,000.00",6.68%,21.35%,41.05%,8.65%
T-Mobile US,TMUS,"? 1,66,00,00,000.00","? 1,25,30,00,000.00","? 4,67,00,00,000.00","? 11,67,00,00,000.00","? 2,85,00,00,000.00","? 2,85,00,00,000.00","? 80,90,00,000.00","? 40,70,00,000.00","? 19,27,20,00,000.00","? 16,42,20,00,000.00","? 7,60,20,00,000.00","? 1,25,30,00,000.00",10.74%,24.42%,40.02%,24.52%
T. Rowe Price,TROW,"? 1,10,20,00,000.00","? 81,57,00,000.00","? 23,14,00,000.00","? 1,18,95,00,000.00","? 95,81,00,000.00","? 95,81,00,000.00",,"? 25,93,00,000.00","? 1,92,93,00,000.00","? 97,12,00,000.00","? 73,98,00,000.00","? 84,27,00,000.00",68.58%,80.55%,19.45%,25.98%
T. Rowe Price,TROW,"? 99,53,00,000.00","? 74,94,00,000.00","? 22,35,00,000.00","? 1,11,67,00,000.00","? 89,32,00,000.00","? 89,32,00,000.00",,"? 23,05,00,000.00","? 1,82,68,00,000.00","? 93,36,00,000.00","? 71,01,00,000.00","? 76,48,00,000.00",67.11%,79.99%,20.01%,24.71%
T. Rowe Price,TROW,"? 1,14,60,00,000.00","? 78,34,00,000.00","? 22,18,00,000.00","? 97,77,00,000.00","? 75,59,00,000.00","? 75,59,00,000.00",,"? 21,64,00,000.00","? 1,73,29,00,000.00","? 97,70,00,000.00","? 75,52,00,000.00","? 92,96,00,000.00",80.13%,77.31%,22.69%,31.64%
T. Rowe Price,TROW,"? 92,05,00,000.00","? 64,32,00,000.00","? 20,43,00,000.00","? 93,32,00,000.00","? 72,89,00,000.00","? 72,89,00,000.00",,"? 22,19,00,000.00","? 1,59,58,00,000.00","? 86,69,00,000.00","? 66,26,00,000.00","? 69,86,00,000.00",68.92%,78.11%,21.89%,30.12%
Take-Two Interactive,TTWO,"? 1,99,74,000.00","? 1,02,97,000.00","? 24,04,01,000.00","? 45,67,94,000.00","? 9,87,04,000.00","? 9,87,04,000.00","? 1,13,000.00","? 96,77,000.00","? 85,81,98,000.00","? 75,94,94,000.00","? 40,14,04,000.00","? 1,02,97,000.00",2.25%,21.61%,52.63%,48.45%
